Date,Weekday,Daypart,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,b2b_gender
13/6/2022,"Monday, Pearce",OVN,Cumulus,WKDF-FM,5:21 am,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,X
13/6/2022,"Monday, Pearce",OVN,Cumulus,WKDF-FM,5:26 am,"MOORE, KIP",Somethin' 'Bout A Truck,2011,G,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",OVN,Cumulus,WKDF-FM,5:29 am,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",OVN,Cumulus,WKDF-FM,5:34 am,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",OVN,Cumulus,WKDF-FM,5:38 am,"YOUNG, CHRIS",At The End Of A Bar w/Tenpenny,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",OVN,Cumulus,WKDF-FM,5:49 am,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",OVN,Cumulus,WKDF-FM,5:52 am,"TURNER, JOSH",Would You Go With Me,2006,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",OVN,Cumulus,WKDF-FM,5:57 am,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:06 am,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:09 am,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:20 am,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:27 am,"ATKINS, RODNEY",Take A Back Road,2011,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:30 am,ERNEST,Flower Shops f/Morgan Wallen,2022,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:35 am,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:38 am,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:49 am,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,X
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:53 am,"NICHOLS, JOE",Gimmie That Girl,2009,G,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,6:56 am,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:06 am,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:09 am,"CHESNEY, KENNY",Everyone She Knows,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:18 am,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:25 am,"SWINDELL, COLE",Ain't Worth The Whiskey,2014,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:28 am,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:31 am,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:37 am,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:48 am,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,X
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:51 am,"CURRINGTON, BILLY",People Are Crazy,2008,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,7:57 am,PARMALEE,Take My Name,2021,R,c-,group,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:06 am,ZAC BROWN BAND,Chicken Fried,2008,G,c-,group,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:09 am,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:20 am,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:24 am,"KEITH, TOBY",Red Solo Cup,2011,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:27 am,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:32 am,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:35 am,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:47 am,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:52 am,"BROWN, KANE",What Ifs f/Lauren Alaina,2016,G,c-,solo,men,multiethnic,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,8:56 am,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:07 am,"MOORE, JUSTIN",We Didn't Have Much,2020,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:11 am,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:13 am,"BROWN, KANE",Like I Love Country Music,2022,R,c-,solo,men,multiethnic,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:16 am,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:20 am,"RUCKER, DARIUS",Beers And Sunshine,2020,R,c-,solo,men,black,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:24 am,"DEAN, JACKSON",Don't Come Lookin',2021,C,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:32 am,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:35 am,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:39 am,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:42 am,"LYNCH, DUSTIN",Ridin' Roads,2019,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:46 am,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",AMD,Cumulus,WKDF-FM,9:49 am,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:02 am,OLD DOMINION,Hotel Key,2017,G,c-,group,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:05 am,"RODGERS, JAMESON",Cold Beer Calling...f/L. Combs,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:08 am,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:12 am,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:14 am,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:18 am,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:21 am,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:34 am,"CHESNEY, KENNY",Everyone She Knows,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:37 am,ELI YOUNG BAND,Even If It Breaks Your Heart,2011,G,c-,group,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:41 am,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:44 am,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:47 am,"JANSON, CHRIS",Done,2019,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,10:50 am,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:02 am,"LANE, CHRIS","Big, Big Plans",2019,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:05 am,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:09 am,"SHELTON, BLAKE",Boys 'Round Here,2013,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:13 am,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:16 am,RASCAL FLATTS,What Hurts The Most,2005,G,c-,trio,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:19 am,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:22 am,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:35 am,ERNEST,Flower Shops f/Morgan Wallen,2022,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:38 am,PARMALEE,Take My Name,2021,R,c-,group,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:41 am,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:44 am,"COMBS, LUKE",Hurricane,2015,G,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:47 am,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:50 am,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,11:53 am,THOMPSON SQUARE,Country In My Soul,2022,C,c-,duo,male-female,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:05 pm,"CORBIN, EASTON",Roll With It,2009,G,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:08 pm,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:12 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:14 pm,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:18 pm,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:22 pm,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:25 pm,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:36 pm,JELLY ROLL,Son Of A Sinner,2021,C,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:40 pm,"ALLEN, JIMMIE",Best Shot,2017,G,c-,solo,men,black,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:43 pm,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:47 pm,"DAVIS, JORDAN",Buy Dirt f/Luke Bryan,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:49 pm,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,12:53 pm,"KING, ELLE",Worth A Shot f/Dierks Bentley,2022,C,c-,solo,women,white,B2Bwomen
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:05 pm,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:08 pm,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:12 pm,"CURRINGTON, BILLY",Good Directions,2005,G,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:15 pm,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:19 pm,"DAN + SHAY/BIEBER, JUSTIN","10,000 Hours",2019,G,c-,collab,men,multiethnic,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:21 pm,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:24 pm,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:36 pm,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:39 pm,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:42 pm,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:46 pm,"YOUNG, CHRIS",Who I Am With You,2013,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:49 pm,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,1:52 pm,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:06 pm,"RICE, CHASE",Eyes On You,2017,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:09 pm,"BALLERINI, KELSEA",Half Of My Hometown f/KChesney,2020,R,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:13 pm,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:16 pm,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:20 pm,"BROWN, KANE",Like I Love Country Music,2022,R,c-,solo,men,multiethnic,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:23 pm,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:35 pm,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:37 pm,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:41 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:44 pm,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:46 pm,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:50 pm,"LAMBERT, MIRANDA",Gunpowder & Lead,2007,G,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",MID,Cumulus,WKDF-FM,2:53 pm,"CHESNEY, KENNY",Everyone She Knows,2020,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:05 pm,RASCAL FLATTS,Life Is A Highway,2006,G,c-,trio,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:09 pm,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:13 pm,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:16 pm,"YOUNG, CHRIS",At The End Of A Bar w/Tenpenny,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:19 pm,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:22 pm,"NICHOLS, JOE",Sunny And 75,2013,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:36 pm,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:38 pm,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:42 pm,"DAVIS, JORDAN",Buy Dirt f/Luke Bryan,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:45 pm,FLORIDA GEORGIA LINE,Get Your Shine On,2012,G,c-,duo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:48 pm,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,3:51 pm,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:03 pm,"YOUNG, BRETT",In Case You Didn't Know,2016,G,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:07 pm,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:10 pm,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:13 pm,LADY ANTEBELLUM,I Run To You,2008,G,c-,trio,male-female,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:17 pm,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:20 pm,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:23 pm,RASCAL FLATTS,Love You Out Loud,2002,G,c-,trio,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:35 pm,"DEAN, JACKSON",Don't Come Lookin',2021,C,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:38 pm,"LANE, CHRIS","Big, Big Plans",2019,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:42 pm,"BRICE, LEE",Rumor,2017,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:45 pm,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:48 pm,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,4:52 pm,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:02 pm,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:06 pm,"UNDERWOOD, CARRIE",Undo It,2009,G,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:09 pm,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:12 pm,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:15 pm,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:18 pm,"RHETT, THOMAS",Remember You Young,2019,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:21 pm,PARMALEE,Take My Name,2021,R,c-,group,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:32 pm,"HOUSER, RANDY",Note To Self,2022,C,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:35 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:38 pm,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:40 pm,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:44 pm,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:48 pm,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,5:51 pm,"BARRETT, GABBY",I Hope f/Charlie Puth,2019,G,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:02 pm,ELI YOUNG BAND,Crazy Girl,2011,G,c-,group,men,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:06 pm,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:09 pm,"HUNT, SAM",23,2021,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:12 pm,"STAPLETON, CHRIS",Tennessee Whiskey,2015,G,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:16 pm,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:19 pm,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:22 pm,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:35 pm,"CHESNEY, KENNY",Everyone She Knows,2020,R,c-,solo,men,white,B2Bman
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:38 pm,"LAMBERT, MIRANDA",Bluebird,2019,G,c-,solo,women,white,X
13/6/2022,"Monday, Pearce",PMD,Cumulus,WKDF-FM,6:41 pm,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,X
