Date,Weekday,Daypart,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,b2b_gender
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,4:36 am,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,4:49 am,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,4:56 am,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:06 am,"NICHOLS, JOE",Tequila Makes Her Clothes ...,2005,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:09 am,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:12 am,"JACKSON, ALAN",The Star Spangled Banner,2002,G,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:20 am,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:24 am,"OTTO, JAMES",Just Got Started Lovin' You,2007,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:32 am,"DAVIS, JORDAN",Buy Dirt f/Luke Bryan,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:38 am,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:50 am,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:54 am,DAN + SHAY,Glad You Exist,2021,R,c-,duo,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",OVN,Cumulus,WKDF-FM,5:56 am,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,6:06 am,"ALDEAN, JASON",Girl Like You,2018,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,6:09 am,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,6:19 am,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,6:25 am,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,6:31 am,"MOORE, JUSTIN",We Didn't Have Much,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,6:37 am,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,6:50 am,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,6:53 am,"RUCKER, DARIUS",Don't Think I Don't Think...,2008,G,c-,solo,men,black,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,6:56 am,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:06 am,"RHETT, THOMAS",Die A Happy Man,2015,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:09 am,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:19 am,"RODGERS, JAMESON",Cold Beer Calling...f/L. Combs,2020,R,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:25 am,RASCAL FLATTS,Bless The Broken Road,2004,G,c-,trio,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:29 am,"BALLERINI, KELSEA",Half Of My Hometown f/KChesney,2020,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:34 am,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:37 am,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:49 am,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,7:56 am,"CURRINGTON, BILLY",Must Be Doin' Somethin' Right,2005,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:06 am,"MORGAN, WILLIAM MICHAEL",I Met A Girl,2015,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:09 am,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:19 am,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:24 am,"ELDREDGE, BRETT",Don't Ya,2012,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:28 am,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:32 am,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:37 am,"DAVIS, JORDAN",Buy Dirt f/Luke Bryan,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:47 am,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:51 am,"SHELTON, BLAKE",Boys 'Round Here,2013,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,8:55 am,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:07 am,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:11 am,"RHETT, THOMAS",Sixteen,2017,G,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:14 am,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:17 am,LITTLE BIG TOWN,Girl Crush,2014,G,c-,group,male-female,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:21 am,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:24 am,"DICKERSON, RUSSELL",Every Little Thing,2016,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:27 am,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:35 am,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:38 am,"JANSON, CHRIS",Done,2019,G,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:42 am,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:45 am,"SWINDELL, COLE",Let Me See Ya Girl,2014,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:48 am,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",AMD,Cumulus,WKDF-FM,9:51 am,"MOORE, KIP",Beer Money,2012,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:03 am,"RHETT, THOMAS",Remember You Young,2019,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:06 am,"DAVIS, JORDAN",Buy Dirt f/Luke Bryan,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:09 am,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:12 am,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:15 am,"COMBS, LUKE",Does To Me f/Eric Church,2019,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:19 am,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:23 am,"OWEN, JAKE",Homemade,2019,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:33 am,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:37 am,"RODGERS, JAMESON",Some Girls,2017,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:39 am,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:42 am,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:46 am,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:48 am,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,10:52 am,"MOORE, JUSTIN",Somebody Else Will,2016,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:03 am,"STAPLETON, CHRIS",Broken Halos,2016,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:06 am,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:08 am,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:12 am,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:15 am,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:17 am,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:21 am,"OWEN, JAKE",The One That Got Away,2011,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:31 am,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:35 am,"MCCREERY, SCOTTY",See You Tonight,2013,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:38 am,"MOORE, JUSTIN",We Didn't Have Much,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:41 am,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:45 am,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:48 am,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,11:52 am,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:03 pm,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:07 pm,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:10 pm,"WALLEN, MORGAN",More Than My Hometown,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:13 pm,"BALLERINI, KELSEA",Half Of My Hometown f/KChesney,2020,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:17 pm,DAN + SHAY,All To Myself,2018,G,c-,duo,men,multiethnic,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:20 pm,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:24 pm,"BRICE, LEE",Hard To Love,2012,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:34 pm,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:38 pm,"SHELTON, BLAKE",Happy Anywhere f/Gwen Stefani,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:40 pm,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:43 pm,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:47 pm,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:50 pm,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,12:52 pm,"CURRINGTON, BILLY",I Got A Feelin',2003,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:03 pm,"DAVIS, JORDAN",Slow Dance In A Parking Lot,2017,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:06 pm,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:09 pm,"WALLEN, MORGAN",7 Summers,2020,R,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:13 pm,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:17 pm,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:20 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:22 pm,"MCBRYDE, ASHLEY",One Night Standards,2019,G,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:33 pm,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,B2Bwomen
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:36 pm,"PARDI, JON",Heartache Medication,2019,G,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:39 pm,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:42 pm,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:45 pm,"LAMBERT, MIRANDA",Bluebird,2019,G,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:48 pm,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,1:51 pm,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:05 pm,"PEARCE, CARLY",Every Little Thing,2016,G,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:08 pm,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:10 pm,PARMALEE,Just The Way f/Blanco Brown,2019,R,c-,group,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:14 pm,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:17 pm,"RHETT, THOMAS",Look What God Gave Her,2019,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:20 pm,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:23 pm,"LYNCH, DUSTIN",Ridin' Roads,2019,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:34 pm,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:37 pm,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:41 pm,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:43 pm,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:46 pm,"ALDEAN, JASON",Blame It On You,2019,R,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:50 pm,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",MID,Cumulus,WKDF-FM,2:53 pm,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:05 pm,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:08 pm,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:11 pm,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:14 pm,"DAVIS, JORDAN",Buy Dirt f/Luke Bryan,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:17 pm,ZAC BROWN BAND,Keep Me In Mind,2010,G,c-,group,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:21 pm,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:24 pm,"BROWN, KANE",Good As You,2018,G,c-,solo,men,multiethnic,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:36 pm,ERNEST,Flower Shops f/Morgan Wallen,2022,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:39 pm,FLORIDA GEORGIA LINE,Anything Goes,2014,G,c-,duo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:43 pm,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:47 pm,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:50 pm,"MOON, NIKO",Good Time,2019,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,3:53 pm,"MOORE, JUSTIN",We Didn't Have Much,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:05 pm,"STELL, MATT",Prayed For You,2018,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:09 pm,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:12 pm,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:16 pm,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:19 pm,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:22 pm,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:32 pm,"CLARK, CALLISTA",It's 'Cause I Am,2021,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:35 pm,ELI YOUNG BAND,Love Ain't,2018,G,c-,group,men,white,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:38 pm,"LANE, CHRIS","Big, Big Plans",2019,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:42 pm,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:45 pm,"MOORE, JUSTIN",Small Town USA,2009,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:49 pm,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,4:51 pm,"WALLEN, MORGAN",7 Summers,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:03 pm,"MORRIS, MAREN",Girl,2019,G,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:06 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:09 pm,"COMBS, LUKE",Lovin' On You,2019,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:12 pm,"BALLERINI, KELSEA",Half Of My Hometown f/KChesney,2020,R,c-,solo,women,white,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:16 pm,"BRYAN, LUKE","Sunrise, Sunburn, Sunset",2017,G,c-,solo,men,white,X
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:20 pm,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:23 pm,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:26 pm,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:36 pm,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:39 pm,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:43 pm,"JANSON, CHRIS",Done,2019,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:47 pm,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:50 pm,"BRICE, LEE",Rumor,2017,G,c-,solo,men,white,B2Bman
7/2/2022,"Monday, Barrett",PMD,Cumulus,WKDF-FM,5:54 pm,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,B2Bman
